rep,coef_ols,lower_bound_ols,upper_bound_ols,coef_naive-ml,lower_bound_naive-ml,upper_bound_naive-ml,coef_dml-plr,lower_bound_dml-plr,upper_bound_dml-plr,coef_dml-irm,lower_bound_dml-irm,upper_bound_dml-irm
20.0,0.4079797617573572,0.2548918765924879,0.5610676469222264,0.5014595773408487,0.41273282219069096,0.5901863324910064,0.4502833884612115,0.308002658250081,0.592564118672342,0.609965742023742,0.4891740057931242,0.7307574782543598
21.0,0.4099218702391414,0.2508279293555147,0.5690158111227681,0.5292122854255226,0.43799143309886646,0.6204331377521787,0.42994551409466075,0.27484740281516806,0.5850436253741534,0.6219726070349655,0.492339004653626,0.751606209416305
22.0,0.45847422187500064,0.2978224448408911,0.6191259989091102,0.5079152341046527,0.416678908048753,0.5991515601605524,0.4820817031043437,0.3204075412245255,0.6437558649841618,0.6017081767063828,0.47265134300575296,0.7307650104070126
23.0,0.5266057708022496,0.3525700760905571,0.700641465513942,0.6020715623342114,0.5074743211086282,0.6966688035597947,0.5362858271734323,0.36618776160565436,0.7063838927412103,0.5983151601102457,0.4629483966982564,0.7336819235222349
24.0,0.544092230718211,0.36748124637716406,0.7207032150592579,0.6739529745199261,0.5778959078406936,0.7700100411991586,0.5594346695753024,0.39746526917200653,0.7214040699785983,0.6609855178003863,0.5270420046401335,0.794929030960639
25.0,0.3855539243986662,0.221727029611305,0.5493808191860274,0.45763881518199484,0.3607806612515251,0.5544969691124646,0.4536279789388265,0.29100973139400244,0.6162462264836506,0.5903518568339912,0.45485542815284186,0.7258482855151405
26.0,0.5492006506476317,0.3916610302607562,0.7067402710345072,0.6284738012784512,0.5356665174438232,0.7212810851130792,0.5493547809458826,0.39488536279266123,0.7038241990991041,0.6230837444346687,0.4966494311945805,0.749518057674757
27.0,0.39656654789461065,0.22886801932704162,0.5642650764621797,0.47565635307092624,0.37708827460043437,0.5742244315414181,0.4016761277361426,0.24367663554441155,0.5596756199278736,0.5090496474614326,0.3815217804157782,0.6365775145070869
28.0,0.4615621219299866,0.29606573167684663,0.6270585121831265,0.5297250663724539,0.43943127361220846,0.6200188591326993,0.4573965596276259,0.29740514737599333,0.6173879718792584,0.6753927199678289,0.5475428460252018,0.803242593910456
29.0,0.3867974274108126,0.22971163285890364,0.5438832219627215,0.4623443155614275,0.36936903827570816,0.5553195928471469,0.4140428935452106,0.26401316505111627,0.564072622039305,0.44008362255451894,0.3145779942643424,0.5655892508446955
30.0,0.662975574673321,0.49161118433625284,0.8343399650103892,0.7265535996554527,0.6295120144761082,0.8235951848347973,0.6410398168607543,0.47192826976002455,0.810151363961484,0.7495249910960752,0.6182274913760282,0.8808224908161222
